a,b,c,left,right,deviation
0.3663618432936917,0.008223131388891525,0.6729641731118157,0.4301283302265536,0.3534777477720227,0.07665058245453094
0.45606998421703593,0.7360821443370854,0.5308079280904162,0.5634419961837385,0.5447575102153934,0.018684485968345044
0.7851759613930136,0.15214788691951653,0.3854241780866443,0.4270430511214547,0.526980996948047,0.09993794582659232
0.19967378215835974,0.9122296219996,0.1490897687287166,0.35252073540384826,0.365166738761259,0.012646003357410729
0.5142344384136116,0.8927959395898858,0.022139162942145907,0.3628271759719473,0.48585099483981375,0.12302381886786645
0.5924145688620425,0.6539011463692573,0.2188346775876926,0.42099626760167125,0.5143912404202587,0.0933949728185875
0.046450412719997725,0.6722341498006051,0.10747140396868127,0.23340684261449135,0.21815159480232046,0.015255247812170886
0.6075448519014384,0.005339141969688543,0.7854450308522394,0.5459435138939014,0.5014684691562011,0.04447504473770025
0.17052412368729153,0.984871566113602,0.11249795781388539,0.3450979013571661,0.3596044428255176,0.014506541468351508
0.06505159298527952,0.8778326035758144,0.7242282373068362,0.5978351677936915,0.43304100671330237,0.16479416108038913
0.9488855372533332,0.895106225730092,0.38565868977608264,0.6538272856338976,0.7946339975032103,0.1408067118693127
0.9656320330745594,0.6592445370508719,0.07337838974377597,0.4429083374032458,0.6659717482359416,0.22306341083269582
0.8083973481164611,0.34478692865453653,0.8127300494315858,0.6946610939085422,0.6935779185797611,0.0010831753287811052
0.3046137691733707,0.8936486490904808,0.5796305702366134,0.5893808896842696,0.5206266894184588,0.0687542002658108
0.09767211400638387,0.29151692815119234,0.23576151286357305,0.21517801697118058,0.18065566725688328,0.034522349714297296
0.6842330265121569,0.5627115433422029,0.8946811743326679,0.7590767296299239,0.7064646926747962,0.05261203695512773
0.4401524937396013,0.0997309723438824,0.04525831387055146,0.15760002345614665,0.2563235684234091,0.09872354496726243
0.12203823484477883,0.9219556301327502,0.2018196081977629,0.3619082703432637,0.3419629270050177,0.019945343338246047
0.4951769101112702,0.14077045777121333,0.752046927805861,0.5350103058735514,0.47079280144990365,0.06421750442364771
0.034388521115218396,0.22489680573040727,0.7093779303098892,0.419510296866351,0.25076294456768333,0.16874735229866766
0.9093204020787821,0.558134158128215,0.28927169372447803,0.5114994869139883,0.6665116640025643,0.15501217708857606
0.2587799816000169,0.7640930002129815,0.062024875352783115,0.2867306831296412,0.33591945969144965,0.04918877656180848
0.662522284353982,0.619351305936299,0.8580780722249438,0.7495074336850421,0.7006184867173016,0.04888894696774049
0.31171107608941095,0.23213391280015616,0.3136976380699026,0.29281006625734307,0.2923134257622202,0.0004966404951228798
0.5200680211778108,0.0009430425274903342,0.19571341492826522,0.2281094733904579,0.30919812495284427,0.08108865156238637
0.5467102793432796,0.7571505803074392,0.5160618223609771,0.5839961260931683,0.5916582403387439,0.007662114245575613
0.18485445552552704,0.9852073259110937,0.9102271992824473,0.7476290450003789,0.5662858590611488,0.18134318593923004
0.9695846277645586,0.8099131203060904,0.043546577843375345,0.46664772593934994,0.6981572384196457,0.23150951248029578
0.7751328233611146,0.46020661815661534,0.7658040880308877,0.6917369043948763,0.6940690882274331,0.0023321838325567334
0.9394989415641891,0.9037672613991066,0.5724732279387089,0.7470531647101784,0.8388095931165485,0.0917564284063701
0.8948273504276488,0.40984767311835,0.42544911655181694,0.5388933141624082,0.6562378726313661,0.11734455846895797
0.5978999788110851,0.5249340842434675,0.74408044410506,0.6527487378161683,0.6162036214926745,0.036545116323493776
0.9218742350231168,0.47712976739568325,0.9658244244416323,0.8326632128255161,0.8216756654708873,0.010987547354628813
0.0884925020519195,0.44762387266552495,0.22920621116269102,0.24863219926070662,0.21345377198301374,0.03517842727769288
0.1959828624191452,0.7751907692939057,0.14364736507211961,0.3146170904643225,0.3277009648010789,0.013083874336756396
0.045227288910538066,0.526768907269492,0.912881745222697,0.5994399216563561,0.3825263075783163,0.21691361407803977
0.32533033076326434,0.31671712202521607,0.6689530774573037,0.494988401925772,0.40908271525226214,0.08590568667350984
0.388677289689482,0.2581581676584783,0.437986021561966,0.38070187511797304,0.3683746921498521,0.012327182968120964
0.2713490317738959,0.037747316967433386,0.5732595702642831,0.3639038723174739,0.2884262376948771,0.07547763462259682
0.8287375091519293,0.583195161883046,0.745613905176244,0.7257901203468659,0.7465710213407872,0.02078090099392138
0.3567533266935893,0.2299614154010342,0.7730318987057172,0.5331946348765144,0.42912499187348246,0.10406964300303195
0.28093450968738076,0.1481339220163831,0.9198941808189646,0.5672141983354233,0.4074742805525273,0.15973991778289598
0.5426960831582485,0.6538299638276777,0.42684278889562266,0.5125529061942928,0.5415162297599494,0.028963323565656562
0.14092422497476265,0.6812092578215488,0.293410910019395,0.3522388257087754,0.3141171544476173,0.03812167126115812
0.8021969807540397,0.752154892257666,0.6396642667898419,0.7084201016478473,0.7490532801388968,0.040633178491049526
0.07455064367977082,0.5035768963385915,0.41572789927953036,0.35239583464435575,0.26710152074441584,0.08529431389993991
0.9868869366005173,0.8940546052038866,0.5945984539489779,0.76753461242559,0.8656067330884748,0.09807212066288484
0.7722447692966574,0.9363427533982278,0.4199857984559502,0.6371397799016965,0.7252045226118732,0.08806474271017672
0.1987156815341724,0.8073709397924894,0.15299578667817448,0.3280195486707527,0.3394495223847522,0.011429973713999453
0.005522117123602399,0.6355934820081872,0.4694267516589584,0.3949922756124266,0.27901611697858764,0.11597615863383898
0.8154614284548342,0.30372095359118867,0.6909178219410328,0.6252545064820221,0.6563904081104724,0.03113590162845037
0.7068573438476171,0.9829449216202212,0.7992838076676498,0.8220924702007845,0.7989858542457763,0.02310661595500818
0.7290071680409873,0.27413616719193834,0.49332627679654684,0.4974489722065048,0.556369195017615,0.058920222811110146
0.7712703466859457,0.20265692199043106,0.16523789021040092,0.32610076227429463,0.47760887639318084,0.1515081141188862
0.07404465173409036,0.44215411378658276,0.4146877096494316,0.33639354620488404,0.2512327817260488,0.08516076447883525
0.3584657285442726,0.05684057071238846,0.7862939288416982,0.4969735392350144,0.390016489160658,0.10695705007435641
0.11586905952512971,0.9784944646717908,0.41285927061707284,0.48002051635776655,0.40577296358478077,0.07424755277298578
0.8631034258755935,0.5884335564164248,0.6965307936042223,0.7111496423751158,0.7527928004429585,0.04164315806784269
0.6232981268275579,0.5569520916641753,0.5072136816780898,0.5486693954619781,0.5776905067493452,0.029021111287367063
0.3308980248526492,0.6557962798997199,0.2412231251093967,0.3672851387427906,0.38970386367860377,0.02241872493581315
0.06355835028602363,0.49702364777720665,0.7961505080230743,0.5382207535273447,0.35507271409308205,0.1831480394342626
0.3109823217156622,0.03206351709454158,0.08421345407068703,0.12786818673789446,0.18456040364913825,0.05669221691124379
0.32518332202674705,0.6123112888403968,0.5248902827551506,0.49681879409436125,0.4468920539122604,0.04992674018210086
0.7296061783380641,0.7161738769564306,0.20889103424340494,0.4658905309453262,0.5960693169689909,0.13017878602366473
0.6375574713552131,0.41674906062405315,0.06706562854137565,0.2971094472655044,0.43973240796896373,0.1426229607034593
0.8872127425763265,0.7572955720711929,0.5029339370832488,0.6625940472035043,0.7586637485767738,0.09606970137326942
0.4722149251619493,0.22700129933842061,0.4995621559349236,0.4245851340925543,0.4177483263993107,0.006836807693243574
0.1195942459383017,0.22127659106618403,0.7069009016757208,0.43866816008898185,0.29184149615462707,0.14682666393435478
0.713244787222995,0.16141698768757395,0.7447506930519049,0.5910407902535947,0.5831643137963672,0.007876476457227444
0.7607850486168974,0.37199475978916186,0.7277914886928968,0.6470906964479632,0.6553390864289634,0.008248389981000193
0.5612771975694962,0.8470120353890835,0.40955873291675504,0.5568516746980225,0.5947812908612078,0.03792961616318524
0.770967179954561,0.8279120621490643,0.6316897872265625,0.7155647041391876,0.7503840523211872,0.03481934818199961
0.49379559636439074,0.3828242079635038,0.5769452426439603,0.5076275724039538,0.4868401608340614,0.020787411569892444
0.5227328293819941,0.5891187359802366,0.4215617561169196,0.4887437693990174,0.514036537715286,0.025292768316268588
0.42754101835854963,0.7208163164749156,0.5972126941859932,0.5856956808013629,0.5432777618445019,0.04241791895686098
0.02541912674409519,0.24120677462802298,0.9472478767062625,0.5402804136961608,0.309823226205619,0.23045718749054178
0.10789142699330445,0.16814108589474708,0.19289374368137735,0.16545500006270156,0.14420442089068333,0.021250579172018225
0.03142918568673425,0.972095993212311,0.9057720957855263,0.7037673426175244,0.4851816150928265,0.2185857275246979
0.6364104112637804,0.6175573132096185,0.053455513983198366,0.3402196881099489,0.4859584124300944,0.1457387243201455
0.3143559810763267,0.9814157218336639,0.30838921290166066,0.47813753217832794,0.47962922422199444,0.0014916920436665038
0.5085706911647028,0.3377559871322291,0.28814524861152824,0.3556542938799971,0.4107606545182907,0.055106360638293606
0.907566473926093,0.7030316999741315,0.6263651078809057,0.715832097415509,0.7861324389268058,0.07030034151129683
0.24929222914887494,0.22260363654123771,0.13122495177729032,0.18358644231117333,0.21310326165406948,0.029516819342896156
0.41038292303562973,0.26120017127391293,0.8823476118397537,0.6090695794972625,0.49107840729623153,0.11799117220103095
0.7555511385430487,0.511902121269624,0.8285514084650413,0.7311390191856888,0.7128889517051906,0.018250067480498178
0.22879816549162246,0.3196181255080712,0.6520658196852778,0.4631369825925623,0.3573200690441485,0.10581691354841383
0.07697990982879299,0.16762156384058446,0.45841383179219775,0.2903572843134432,0.19499880382259205,0.09535848049085116
0.289751452913768,0.262880701989326,0.9329560421420784,0.6046360597968127,0.4438349124897351,0.16080114730707756
0.16122128725400442,0.03574839446586464,0.8307465547205559,0.46461569779024525,0.2972343809236073,0.16738131686663793
0.9296976523425731,0.7044236214774866,0.4993151480812449,0.6581878924956374,0.7657835185609694,0.10759562606533202
0.808120379564417,0.4921166570858616,0.7018733544543112,0.6759959363897252,0.7025576926672517,0.026561756277526438
0.6334037565104235,0.09424306640452562,0.5669299521796846,0.46537668181857955,0.4819951329012643,0.016618451082684726
0.8714605901877177,0.1716939931284912,0.5879422383882645,0.5547597650231846,0.6256393529730477,0.07087958794986315
0.8036720768991145,0.10253453811264401,0.33097606943747127,0.39203968847167525,0.5102136903370861,0.11817400186541083
0.18657005888603584,0.6125928082758765,0.46208460462489676,0.4308330191029265,0.3619543826682112,0.06887863643471526
0.8925589984899778,0.0942103636124938,0.0781214307897442,0.28575305592049,0.4893624478455484,0.2036093919250584
0.5393422419156507,0.7542823330352161,0.3573486916645925,0.5020804895700129,0.5475788771327774,0.045498387562764475
0.8074401551640625,0.020510919320391174,0.695828515362152,0.5549020263021894,0.582804936252667,0.027902909950477617
0.8960912999234932,0.2493757879958921,0.9532160305061863,0.7629747872329395,0.7486936045872663,0.01428118264567324
0.3180034749718639,0.8906666758919072,0.9630641127630203,0.7836995940974529,0.6224344346496637,0.16126515944778919
0.11005192452767676,0.718531318122246,0.5557228691248917,0.48500724522492655,0.3735895090756228,0.11141773614930373
0.22793516254194168,0.07296833292568772,0.6066222518095821,0.3785369997716984,0.28386522745478826,0.09467177231691015
0.4271077886262563,0.8211261044851798,0.1857211855009675,0.40491906602834277,0.46526571680966494,0.060346650781322175
0.8180147659224931,0.4930351215402048,0.6953081080935307,0.6754165259124398,0.7060931903696804,0.0306766644572406
0.8607305832563434,0.8467830271688292,0.07065879267438624,0.4622077989434863,0.6597257465889756,0.19751794764548936
0.006952130531190703,0.6007397744503934,0.28468568579944453,0.2942658191451183,0.22483243032805483,0.06943338881706346
0.5107473025775657,0.6818330320328587,0.6683633472854422,0.6323267572953273,0.5929227461183582,0.03940401117696912
0.417411003148779,0.9935015603957081,0.3103101315434893,0.5078832066578665,0.5346584245591889,0.026775217901322423
0.22210781047073025,0.23233554592401817,0.04984687411445432,0.13853427615591427,0.18159951024498325,0.04306523408906898
0.1198653673336828,0.6239455747613883,0.8318704093509638,0.6018879401992496,0.42388667969492944,0.1780012605043202
0.33761517140362796,0.46032139005739836,0.31033000713456305,0.3546491439325381,0.36147043499980436,0.006821291067266255
0.9429097039125192,0.039451952922691436,0.06310522485867842,0.27714302663814183,0.49709414640160204,0.2199511197634602
0.32320293202075523,0.014470641502865034,0.07478816450286518,0.12181247563233766,0.18391616751181017,0.06210369187947251
0.5187906217433661,0.11922857781785867,0.2517587987887536,0.285384199284683,0.3521421550233361,0.06675795573865312
0.7030189588951778,0.6490917405385481,0.17801594722152625,0.4270356484691946,0.5582864013876075,0.13125075291841293
0.363629602379294,0.5671630879133922,0.7743001177801508,0.619848231463247,0.5171806026130328,0.10266762885021419
0.9717820827209607,0.5534295611637274,0.32168404666703443,0.5421449343046892,0.7046694433181708,0.1625245090134816
0.9624472949421112,0.031856762528260085,0.8046957850398325,0.6509239068875091,0.6903617843630787,0.039437877475569594
0.25178229582536416,0.46930299636000705,0.1738459978231528,0.2671943219579192,0.28667839645847204,0.01948407450055284
0.49724850589238545,0.9246228178425285,0.4928791795440838,0.6019074207057704,0.6029997522928459,0.0010923315870754458
0.30087830981676966,0.3975918693106466,0.6880371335531288,0.5186361115584185,0.4218464056243287,0.09678970593408981
0.2848404943774676,0.6249224697884563,0.6519908538658549,0.5534361679744084,0.46164857810231164,0.09178758987209679
0.036886947354532795,0.7798186756231436,0.6011294099302688,0.5047411107095534,0.3636804950656195,0.1410606156439339
0.6095643339798968,0.7839252791418876,0.9248216019311698,0.810783204246031,0.7319688872582127,0.07881431698781827
0.5026790232288615,0.5192800823952713,0.22852514770674437,0.3697523502594054,0.4382908191399347,0.06853846888052928
0.05147875124998935,0.8579519454023363,0.4937192044621054,0.47421727639413414,0.36365716309110513,0.110560113303029
0.27864646423661144,0.39137809336374696,0.8839925500724087,0.6095024144362939,0.4581658929773446,0.15133652145894932
0.9082658859666537,0.8886932147847983,0.07789376559515704,0.48818665798544153,0.6957796880783157,0.20759303009287416
0.23956189066697242,0.2402271663955453,0.055888268253075246,0.14789139839216706,0.19380980399564135,0.045918405603474294
0.1448948720912231,0.28021640699057104,0.2333022875582914,0.22292896354959424,0.20082710968282716,0.02210185386676708
0.489452760277563,0.0531206241990011,0.6330212195380185,0.45215395588815027,0.41626184107303643,0.03589211481511384
0.9856504541106007,0.7955818365422829,0.2598796264498069,0.5752478858881244,0.7566905928033227,0.18144270691519837
0.2420552715115004,0.4170552362327056,0.19023988380879897,0.259897568840451,0.27285141576612637,0.01295384692567536
0.6721355474058786,0.22911661391139904,0.4588023153582921,0.45471419800846546,0.5080475060203621,0.05333330801189662
0.7616196153287176,0.23179027761657967,0.6135980687694115,0.55515150762103,0.5921568942608566,0.037005386639826554
0.23763754399239967,0.9013999412292332,0.2485577070167404,0.4090382248137784,0.4063081840576932,0.0027300407560851836
0.7282163486118596,0.8339166004610369,0.30069118672374207,0.5408788306300951,0.6477601211021246,0.10688129047202943
0.3677831327192532,0.5535308853571833,0.6135593048115139,0.5371081569248661,0.4756641139018009,0.06144404302306522
0.6323058305935795,0.6161108004157211,0.9457384219894527,0.7849733687470515,0.7066152208980832,0.07835814784896833
0.6335297107608947,0.474325570550291,0.6747417274380882,0.6143346840468406,0.6040316798775422,0.010303004169298302
0.5357746840747585,0.39166654287880887,0.78290414358456,0.6233123785306718,0.5615300136532215,0.06178236487745026
0.0902897700544083,0.9154768812183315,0.3668100947554688,0.4348467101959193,0.3657166290206542,0.06913008117526509
0.835302495589238,0.12561270352030207,0.27225435938446607,0.3763559794696181,0.517118013520811,0.14076203405119292
0.32078006497173583,0.41844678971622795,0.45426774320262253,0.41194058527330224,0.37856866571558057,0.033371919557721674
0.18651851039985423,0.34456190798787534,0.8071328287116737,0.5363365189527692,0.38118293937481434,0.1551535795779549
0.040775141554763916,0.49815072025114837,0.4562996417905558,0.362881286346756,0.259000161287808,0.10388112505894798
0.5908929431882418,0.45763187454517507,0.846725408789861,0.6854939088282848,0.6215357924278799,0.06395811640040483
0.6775643618422824,0.5188895316510814,0.9887719806951271,0.7934994637209045,0.7156975590076933,0.07780190471321125
0.016587828927856152,0.1399189772269941,0.07202666573033634,0.07514003440388073,0.06128032520326068,0.013859709200620046
0.512093058299281,0.5131415015132771,0.04541015608370369,0.27901371799499136,0.39568444354888566,0.1166707255538943
0.22649577519793795,0.24241881388721087,0.14958970291336182,0.19202349872796812,0.21125001679911215,0.019226518071144033
0.6451727904094499,0.18433134898819126,0.3843696757343462,0.39956087271658336,0.4647616513853593,0.06520077866877594
0.17436642900499144,0.06483421878619122,0.1310422091454324,0.12532126652051187,0.13615232148540163,0.010831054964889758
0.690937738102466,0.7626525587561409,0.870664477618756,0.7987298130240297,0.7537981281449572,0.04493168487907251
0.3867353463005374,0.42744192085655996,0.023146251027063802,0.21511744230280624,0.30601471612117465,0.0908972738183684
0.9367299887367345,0.6266436833117583,0.3157927163358225,0.5487397761800344,0.7039740942802625,0.15523431810022803
0.13752094414599325,0.7275933433047433,0.18469462949420534,0.30862588660978685,0.29683246527273377,0.011793421337053078
0.3410663510502585,0.6793166653135535,0.9315393301575323,0.7208654191697191,0.5732471743929007,0.1476182447768184
0.11347352124058907,0.4705007190896823,0.6694810048900279,0.4807340625275818,0.34173219161522206,0.13900187091235972
0.9246936182785628,0.3878985289517298,0.9120302564513745,0.7841631650332603,0.7873290054900575,0.003165840456797131
0.877339353380981,0.3759599096406637,0.9723287103103934,0.7994891709106078,0.7757418316782547,0.02374733923235306
0.2579416277151556,0.6400487969300563,0.4970982436773692,0.4730467279999876,0.4132575740094342,0.0597891539905534
0.659984046034179,0.4947943549418734,0.23431910804802625,0.40585415426802623,0.5122703887645644,0.1064162344965382
0.8172222002012158,0.8491322479885106,0.1937287861965893,0.5134530051457262,0.669326358646883,0.15587335350115672
0.5552008115994623,0.8747019843267121,0.22291886168584052,0.4689351298244639,0.5520056173028693,0.08307048747840545
0.5296505783560065,0.17056037800651846,0.7085933076220029,0.5293493929016326,0.4846137105851336,0.04473568231649905
0.24185229090045168,0.13623365154572564,0.040445728123000735,0.1147443496730447,0.16509599036740744,0.05035164069436274
0.09310276780589921,0.6304009260359995,0.051361073032714866,0.2065564599768321,0.2169918836701282,0.010435423693296086
0.8972157579533268,0.3012257480622794,0.60814294238315,0.6036818476954766,0.6759500515880208,0.07226820389254418
0.9004180571633305,0.01857071876509886,0.6420571467374065,0.5507757673508106,0.6153659949572916,0.06459022760648103
0.6331014572732679,0.8886426693629551,0.66526292432246,0.7130674938202858,0.7050271270579878,0.008040366762298023
0.3390297910487007,0.22690076724380825,0.37188050458859123,0.32742289186742285,0.3192102134824502,0.008212678384972638
0.3492095746126609,0.9292806516858091,0.8059448887141532,0.722595000931694,0.608411172406321,0.11418382852537301
0.7259556788702394,0.7174344508782536,0.5336245877266176,0.627659826300432,0.6757425990863375,0.04808277278590545
0.8971102599525771,0.7626534899114843,0.10546563000941944,0.46767375247072507,0.6655849099565145,0.19791115748578947
0.8870864242651173,0.20146149579316042,0.7970993070673452,0.670686633548242,0.693183412847685,0.022496779299443048
0.7798755458576239,0.23419442561681292,0.9530677862704583,0.7300513860038383,0.6867533259006298,0.04329806010320858
0.6420316461542878,0.5212677538240658,0.06003631300235868,0.3208430064957677,0.46634183978375,0.1454988332879823
0.08413996499504883,0.17209985264986216,0.3913513387005799,0.2597356237615177,0.18293278033513494,0.07680284342638277
0.16162871409461377,0.3054316926830323,0.48751604483474764,0.36052312411178533,0.2790512914267519,0.08147183268503344
0.8985541885270792,0.32146247794780447,0.14647076007831694,0.3782395466578794,0.56626040377007,0.18802085711219063
0.6064290596595899,0.1596299332527641,0.8677089477828771,0.6253692221195271,0.5600492500887053,0.06531997203082174
0.009197051616629648,0.20518283339516075,0.284149644890044,0.1956697936979696,0.12693164537961601,0.06873814831835359
0.1014715428660321,0.7885518420082566,0.7830085399381601,0.6140101161876522,0.4436258669196202,0.17038424926803203
0.6635017691080558,0.16719585454726837,0.670994482028316,0.543171646927989,0.541298468697924,0.0018731782300650535
0.005061583846218687,0.028457391843922486,0.5980458224670234,0.30740265515604703,0.15915659550084582,0.1482460596552012
0.16080805141749865,0.6293549426289384,0.1921428486965544,0.2936121728598865,0.28577847354012254,0.007833699319763965
0.5487337893665861,0.97598311939245,0.2207035205509057,0.4915309874652119,0.5735385546691321,0.08200756720392016
0.6918951976926933,0.3312138146231214,0.04734840474656932,0.2794514554522383,0.4405881536887693,0.16113669823653098
0.6519612595026005,0.1186557031962523,0.24071242978226637,0.3130104555658464,0.41582266299592996,0.10281220743008357
0.22426930946055978,0.5703873253675308,0.3454436094605141,0.3713859634372797,0.3410923884372911,0.03029357499998858
0.7121792213475359,0.9063542110956462,0.8331453038624254,0.8212060100420082,0.7909644894132859,0.030241520628722318
0.23724908749680007,0.7840617798284788,0.3663926667148053,0.43852405018872237,0.40623815538422103,0.032285894804501336
0.3253996981592677,0.622515868412716,0.7546217827656064,0.6142897830257992,0.5069842618742144,0.10730552115158476
0.7464914051180241,0.3150564966075994,0.43944228129548757,0.48510811607914966,0.5618703970347838,0.07676228095563414
0.6496328990472147,0.54188017327622,0.7848683119938884,0.6903124240778029,0.6565035708411344,0.03380885323666849
0.8492234104941779,0.09124484130425536,0.9762716004370399,0.7232528631681283,0.6914908156824128,0.03176204748571554
0.6576128923003434,0.67894542428067,0.23984155805758012,0.4540603581740434,0.5585031917347342,0.10444283356069078
0.5683086033354716,0.7250960188976509,0.8623416119638762,0.7545219615402188,0.6810137093831176,0.07350825215710122
0.09367476782809248,0.9650316229099188,0.6218240863057747,0.5755886408373901,0.44355131121796965,0.1320373296194205
0.3677158030594335,0.26039735874507164,0.8172942615886548,0.5656754212454537,0.45328080661314835,0.11239461463230532
0.26520236768172545,0.018456419043022643,0.6515859022678052,0.3967076478150896,0.30011176416856966,0.09659588364651994
0.24398964337908358,0.5456084644271506,0.42394950727415015,0.4093742805886336,0.364384314614867,0.044989965973766644
0.9730105547524456,0.7067905043968145,0.22807493944179036,0.5339877345082102,0.7202216383358739,0.1862339038276637
0.3930977246667604,0.790407475882988,0.07003522533116502,0.3308939128030196,0.4116595376369184,0.08076562483389882
0.8920465551771133,0.1937389330248106,0.535518364460717,0.5392055542808394,0.6283376019599385,0.0891320476790991
0.6311386259972629,0.26175286903702366,0.9903260945268656,0.7183859210220045,0.6285890538896037,0.08979686713240076
0.7948113035416484,0.5125909252672963,0.7380418050142062,0.6958714597093394,0.7100638343411998,0.014192374631860405
0.5026370931051921,0.33060080997000185,0.3273455413990166,0.3719822464683068,0.4158051343948507,0.043822887926543874
0.5769038846263591,0.860511486587445,0.8272048000867352,0.7729562428468186,0.7103810139817246,0.06257522886509403
0.4925176938188639,0.47376015373872027,0.7689840001764066,0.6260614619775993,0.5569448853882137,0.06911657658938553
0.1952429877980445,0.799578644102003,0.2816357933534568,0.38952330465174023,0.3679251032628872,0.021598201388853044
0.7224521152615053,0.5806197604823538,0.014307489794234685,0.3329217138330821,0.5099578701998998,0.1770361563668177
0.2807723624408558,0.773090141617112,0.1181626385339496,0.32254694528146677,0.3631993762581933,0.04065243097672655
0.02431596643145384,0.33267298653032384,0.8773061903120576,0.5279003333964732,0.31465277742632225,0.213247555970151
0.6454722959071678,0.8314166219303112,0.8365630353048717,0.7875037471118056,0.7397310622623796,0.047772684849425984
0.17711067940704894,0.2745723155510216,0.29520900087836244,0.26052524917869885,0.23100066881087047,0.029524580367828374
0.9404585843529143,0.5460988080032908,0.2851954262844204,0.5142370612312614,0.678052850748385,0.1638157895171235
0.9539285770025874,0.21400711317387422,0.7928649871024711,0.688416416095351,0.72868231357038,0.04026589747502907
0.9148643902204485,0.47552652162619335,0.9377374698954221,0.8164664629093714,0.8107481929906282,0.005718269918743246
0.3701587002554444,0.31817520950870315,0.7791372567975999,0.5616521058398368,0.45940746670429794,0.10224463913553888
0.015456616528867428,0.26670343063721424,0.6055786770307615,0.3733293503069012,0.22579883518142765,0.14753051512547352
0.9283185625877254,0.9669850180280375,0.24267135033180454,0.595161570319843,0.7665733733838231,0.17141180306398018
0.42818414831731433,0.16007410548673062,0.5257479140952607,0.40993852049864155,0.385547579054155,0.024390941444486558
0.9666548190436696,0.7873258374573953,0.23351185859326462,0.5552510934218986,0.7385368335344997,0.18328574011260113
0.9636199770892528,0.9841649594832149,0.8080114200967736,0.8909519441915037,0.9298540834396236,0.038902139248119916
0.8530094554673601,0.01990148374007783,0.3869610795177373,0.4117082745607281,0.5282203685481338,0.1165120939874057
0.2944488920695857,0.699027414042095,0.8336972169940262,0.6652176850249333,0.5304056037938232,0.1348120812311101
0.38509772860192526,0.2529118055562871,0.3816092179827253,0.35030699253091574,0.35117912018571573,0.0008721276547999923
0.8511366715168569,0.040487824328304445,0.8241494051998913,0.634980826561236,0.6417276431404774,0.006746816579241366
0.31692200515627766,0.4028895789566308,0.33331781516524195,0.3466118036108481,0.342512851108607,0.004098952502241071
0.1694927466860925,0.935217810170875,0.44013270461766985,0.4962439915230768,0.42858400204018243,0.06765998948289437
0.5568012624583502,0.011765094366997686,0.6154884193426575,0.4498857988776657,0.43521400965658885,0.01467178922107687
0.936154774160781,0.5878856919297817,0.07028761402991868,0.4161539235376,0.6326207135703156,0.21646679003271557
0.696029796674973,0.5013964785953243,0.9482070618154644,0.7734600997253065,0.7104157834401836,0.06304431628512286
0.570061170089365,0.8733841643710475,0.5736057861238032,0.6476642266770047,0.6467780726683952,0.0008861540086095854
0.09717649377076854,0.08400171452062566,0.5078200146908023,0.2992045594182497,0.19654367918824125,0.10266088023000844
